en,de,article
"The redial rate is the percentage of calls that are attempted again after unsuccessful attempts. The process of making additional attempts (known as redials) continues until the number of unanswered calls is less than 1.<br>Example: You want to reach a total of 5,000 people. A redial rate of 10% means that 500 unanswered calls are redialed during the second attempt, 50 unanswered calls are redialed during the third attempt, 5 unanswered calls are redialed during the fourth attempt. In this case, the total number of attempted calls is 5,555.","Die Wahlwiederholungsquote ist der Prozentsatz der Anrufe, die nach einem erfolglosen Kontaktversuch erneut durchgeführt werden. Die Kontaktversuche (Wahlwiederholung) werden so lange wiederholt, bis die Anzahl der unbeantworteten Anrufe kleiner als 1 ist.<br>Beispiel: Du möchtest insgesamt 5.000 Personen erreichen. Eine Wahlwiederholungsquote von 10% bedeutet, dass 500 unbeantwortete Anrufe in einem zweiten Versuch erneut durchgeführt werden, 50 unbeantwortete Anrufe in einem dritten Versuch und 5 unbeantwortete Anrufe in einem vierten Versuch. In diesem Fall beträgt die Gesamtzahl der versuchten Anrufe 5.555.",outbound-calls-script.md
Multiactivity script,Multiaktivitäten,multiactivity-script.md
Calculate staff requirements for multiactivities.,Ermittle den Mitarbeiterbedarf für Multiaktivitäten.,multiactivity-script.md
Use the Multiactivity script to calculate staff requirements for your multiactivities. The calculation is based on Erlang-C using a service level.,"Verwende das Multiaktivitäten-Skript, um den Mitarbeiterbedarf für deine Multiaktivitäten zu berechnen. Die Berechnung erfolgt mit Erlang-C oder auf Basis eines Service-Levels.",multiactivity-script.md
## Prerequisites,## Voraussetzungen,multiactivity-script.md
- Create at least one {% link_new multiactivity | features/administration/activity-types-and-properties.md | #subactivities %} and assign it to your planning unit.,- Erstelle mindestens eine {% link_new Multiaktivität | features/administration/activity-types-and-properties.md | #teilaktivitäten %} und weise sie deiner Planungseinheit zu.,multiactivity-script.md
- Create a {% link_new workload | features/forecast/injixo-forecast/create-workloads.md | #create-workloads %} for each subactivity of the multiactivity.,- Erstelle für jede Teilaktivität einer Multiaktivität einen {% link_new Workload | features/forecast/injixo-forecast/create-workloads.md | #workloads-erstellen %}.,multiactivity-script.md
## Export the forecast for all subactivity workloads,## Forecast für alle Workloads von Teilaktivitäten exportieren,multiactivity-script.md
"Before you can run the Multiactivity script, export the forecasts for the workloads created of all subactivities:","Bevor du das Multiaktivitäten-Skript ausführen kannst, exportiere für alle Teilaktivitäten den Forecast für die Workloads:",multiactivity-script.md
"1. In _Forecast > Workloads_{:.breadcrumbs}, select the workload you created for a subactivity.","1. Wähle unter _Forecast > Workloads_{:.breadcrumbs} den Workload aus, den du für eine Teilaktivität erstellt hast.",multiactivity-script.md
"2. Select the time frame using the date picker. Click on a week number to select the whole week, or click any day and drag to select a period shorter or longer than a week.","2. Wähle mit der Datumsauswahl den Zeitraum aus. Klicke auf eine Kalenderwoche, um die ganze Woche auszuwählen oder auf einen beliebigen Tag und ziehe dann mit der Maustaste, um einen Zeitraum kürzer oder länger als eine Woche auszuwählen.",multiactivity-script.md
"3. From the {% icon ellipsis_v %} at the top right, select **Use forecast**.",3. Klicke oben rechts auf das {% icon ellipsis_v %} und wähle die Option **Forecast verwenden**.,multiactivity-script.md
"4. In the window that opens, select the forecast you want to use.","4. Wähle im geöffneten Fenster den Forecast aus, den du verwenden möchtest.",multiactivity-script.md
5. Click _Use forecast_{:.doc-button}.,5. Klicke auf _Forecast verwenden_{:.doc-button}.,multiactivity-script.md
6. Click _Close_{:.doc-button}.,6. Klicke auf _Schließen_{:.doc-button}.,multiactivity-script.md
7. Repeat the steps 1-6 for all the workloads created for your subactivities.,7. Wiederhole die Schritte 1 bis 6 für alle Workloads für deine Teilaktivitäten.,multiactivity-script.md
"injixo saves the data required for the staff requirements calculation into queues in _WFM > Administration > Forecasting > Queues_{:.breadcrumbs}. Queues have the name of the corresponding workload with a leading asterisk, e.g.\*yourWorkloadName.","injixo speichert die Daten, die zur Berechnung des Mitarbeiterbedarfs benötigt werden, in Queues. Du findest diese unter _WFM > Administration > Prognose > Queues_{:.breadcrumbs}. Jede Queue ist genauso benannt wie der dazugehörige Workload. Zusätzlich beginnt ihr Name mit einem Sternchen, z.&nbsp;B. \*deinWorkloadName.",multiactivity-script.md
## Configure the script,## Skript konfigurieren,multiactivity-script.md
1. Go to _Forecast > Requirement Scripts_{:.breadcrumbs}.,1. Gehe zu _Forecast > Bedarfsskripte_{:.breadcrumbs}.,multiactivity-script.md
"2. In the **Calls - Multi-Activity** tile, click _Open_{:.doc-button}.",2. Klicke in der Kachel **Anrufe - Multi-Activity** auf _Öffnen_{:.doc-button}.,multiactivity-script.md
"3. In the script configuration window, configure the following settings:",3. Konfiguriere im Skript-Konfigurationsfenster folgende Einstellungen:,multiactivity-script.md
   - In the **Date** section:,   - Im Abschnitt **Datum**:,multiactivity-script.md
     - **Start Date**: Enter the start date for the staff requirements calculation.,     - **Startdatum**: Gib das Startdatum für die Berechnung des Mitarbeiterbedarfs ein.,multiactivity-script.md
     - **Number of Days**: Enter the number of days after the start date for which you want to calculate staff requirements.,"     - **Anzahl Tage**: Gib die Anzahl der Tage nach dem Startdatum ein, für die du den Mitarbeiterbedarf berechnen möchtest.",multiactivity-script.md
   - In the **Planning Unit Parameters** section:,   - Im Abschnitt **Planungseinheiten-Parameter**:,multiactivity-script.md
     - **Planning Unit** and **Multi-Activity**.<br>,     - **Planungseinheit** und **Multiaktivität**:<br>,multiactivity-script.md
       The script configuration window updates and displays the calculation parameters for the relevant subactivities.,       Das Skript-Konfigurationsfenster lädt neu und zeigt die Berechnungsparameter für die entsprechenden Teilaktivitäten an.,multiactivity-script.md
"   - In the **Subactivity** section, you can configure different calculation parameters for each subactivity. Start with the parameters in the **Queue Parameters** section:",   - Im Abschnitt **Teilaktivität** kannst du verschiedene Berechnungsparameter für jede Teilaktivität konfigurieren. Beginne mit den Parametern im Abschnitt **Queue-Parameter**:,multiactivity-script.md
"     - **Calculation Method**: Select **Erlang-C**, **Linear**, or **Chat**.<br>The script configuration window updates and displays the relevant configurable parameters. See the [table below](#calculation-parameters-in-the-erlang-c-section) to learn which parameters are configurable for each calculation method.","   - **Berechnungsmethode**: Wähle **Erlang C**, **Linear** oder **Chat** aus.<br>Das Skript-Konfigurationsfenster lädt neu und zeigt die entsprechenden konfigurierbaren Parameter an. Sieh dir die [folgende Tabelle](#berechnungsparameter-im-abschnitt-erlang-c-parameter) an, um zu erfahren, welche Parameter für welche Berechnungsmethode konfigurierbar sind.",multiactivity-script.md
