en,es,article
- the **month selector** on top and the **daily overview** on the left.,- el **selector de mes** en la parte superior y el **resumen diario** a la izquierda;,adherence-intraday.md
- the **navigation arrows** next to the current date above the table.,- las **flechas de navegación** junto a la fecha actual arriba de la tabla.,adherence-intraday.md
"The daily overview displays the adherence score for each day of a selected month. Above the daily overview, you can see different key metrics for the selected month, for example, the adherence score or the scheduled duration.","La vista diaria muestra el valor de adherencia para cada día del mes seleccionado. Arriba de la descripción diaria puedes ver distintas métricas clave para el mes seleccionado, como el valor de adherencia o la duración planificada.",adherence-intraday.md
"{{ 4 | image: 'Agent Intraday Adherence details','100%' }}","{{ 4 | image: 'Detalles de adherencia intradiaria del agente','100%' }}",adherence-intraday.md
## Adherence report (CSV file),## Informe de adherencia (archivo CSV),adherence-intraday.md
"In some cases, you might need to analyze adherence and conformance data for individual people over a longer time frame, e.g. to calculate bonus payments. The Adherence report is a CSV file that includes aggregated adherence and conformance data. To download it, follow these steps:","Puede ser que en ocasiones necesites analizar los datos de adherencia y cumplimiento de empleados concretos durante un período de tiempo más largo, p.&nbsp;ej., para calcular bonificaciones. El informe de adherencia es un archivo CSV que incluye datos agregados de adherencia y cumplimiento. Para descargarlo, sigue estos pasos:",adherence-intraday.md
1. Go to _Intraday > Intraday Adherence_{:.breadcrumbs}.,1. Ve a _Intraday > Adherencia Intradiaria_{:.breadcrumbs}.,adherence-intraday.md
2. Select at least a planning unit and/or selection.,2. Selecciona al menos una unidad de planificación y/o grupo.,adherence-intraday.md
3. Click _Download report_{:.doc-button}.,3. Haz clic en _Descargar informe_{:.doc-button}.,adherence-intraday.md
   A window opens.,   Se abre una ventana.,adherence-intraday.md
4. Select a report date range. You can select any date range from one day to up to six months in the past.,4. Selecciona un rango de fechas para el informe. Puedes seleccionar cualquier rango de fechas desde un día hasta seis meses en el pasado.,adherence-intraday.md
5. Click _Download report_{:.doc-button}.,5. Haz clic en _Descargar informe_{:.doc-button}.,adherence-intraday.md
The table below explains the report columns:,La tabla a continuación explica las columnas del informe:,adherence-intraday.md
| Column             | Explanation                                                                     | Calculation                                                                |,| Columna             | Explicación                                                                     | Cálculo                                                                |,adherence-intraday.md
| ------------------ | ------------------------------------------------------------------------------- | -------------------------------------------------------------------------- |,| ------------------ | ------------------------------------------------------------------------------- | -------------------------------------------------------------------------- |,adherence-intraday.md
| Minutes in adherence | Time spent in activities that comply with the scheduled activities      | -- |,| Minutes in adherence | Tiempo dedicado a actividades que corresponden a las actividades planificadas      | -- |,adherence-intraday.md
| Minutes out of adherence  | Time spent in activities that do not comply with the scheduled activities        | -- |,| Minutes out of adherence  | Tiempo dedicado a actividades que no corresponden a las actividades planificadas        | -- |,adherence-intraday.md
| Adherence in %   | Percentage of working time spent in activities that comply with the scheduled activities       | Minutes in adherence/scheduled minutes * 100% |,| Adherence in %   | Porcentaje del tiempo de trabajo dedicado a actividades que corresponden a las actividades planificadas       | Minutos en adherencia/minutos planificados * 100% |,adherence-intraday.md
| Minutes out of conformance   | The difference between the actual working time and the scheduled time             | Actual working minutes - scheduled minutes |,| Minutes out of conformance   | La diferencia entre el tiempo de trabajo real y planificado             | Minutos de trabajo reales - minutos planificados |,adherence-intraday.md
| Conformance in % | Percentage of working time in compliance with the scheduled working time | Actual time/scheduled time * 100% |,| Conformance in % | Porcentaje del tiempo de trabajo en cumplimiento con el tiempo de trabajo planificado | Tiempo real/tiempo planificado * 100% |,adherence-intraday.md
| Scheduled in %  | The percentage of scheduled working time for an activity of a certain type | Scheduled time for the relevant activity type/total scheduled time * 100%              |,| Scheduled in %  | El porcentaje de tiempo de trabajo planificado para una actividad de un cierto tipo | Tiempo planificado para el tipo de actividad relevante/tiempo total planificado * 100%              |,adherence-intraday.md
| Actual in %  | The percentage of actual working time spent on an activity of a certain type | Actual time for the relevant activity type/total actual time * 100%              |,| Actual in %  | El porcentaje de tiempo de trabajo real invertido en una actividad de un cierto tipo | Tiempo real para el tipo de actividad relevante/tiempo total planificado * 100%              |,adherence-intraday.md
Each row of data includes a link to display the related data in _Intraday > Intraday Adherence_{:.breadcrumbs}.,Cada fila de datos incluye un enlace para mostrar los datos relacionados en _Intraday > Adherencia Intradiaria_{:.breadcrumbs}.,adherence-intraday.md
## Frequently asked questions,## Preguntas frecuentes,adherence-intraday.md
| Question                            | Answer                                                                                                                                           |,| Pregunta                            | Respuesta                                                                                                                                           |,adherence-intraday.md
| ----------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------ |,| ----------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------ |,adherence-intraday.md
