en,fr,article
## Use case 3: People with rotating shifts and restricted availability,## Scénario 3&nbsp;: employés avec rotations et disponibilité limitée,combined-scheduling-methods.md
"This use case refers to people who work rotating shifts but are not available at specific times, e.g. they cannot work past 5 PM on Wednesdays.","Ce scénario concerne les employés qui travaillent en rotation mais qui se sont pas disponibles sur certains créneaux. Par exemple, ne pouvant pas travailler après 17h le mercredi.",combined-scheduling-methods.md
"For this use case, you can combine availabilities and rotating flexible shifts.","Pour ce scénario, vous pouvez combiner les disponibilités et les rotations flexibles.",combined-scheduling-methods.md
"1. Configure {% link_new availabilities | features/administration/availabilities.md %} for your people that define when they cannot work. In this case, they are available on Wednesdays only until 5 PM.","1. Configurez les {% link_new disponibilités | features/administration/availabilities.md %} qui définissent quand vos employés ne peuvent pas travailler. Dans le cas présent, ils sont disponibles le mercredi seulement jusqu’à 17h.",combined-scheduling-methods.md
2. Assign to them the relevant work time pattern models.,2. Assignez-leur les modèles de planification concernés.,combined-scheduling-methods.md
"For weeks when the person works the morning shift, they will be scheduled on Wednesday.<br>For weeks when the person works the evening shift, they will not be scheduled on Wednesday, and they will be planned for other days of the week.","Pour les semaines sur lesquelles les employés travaillent le matin, ils seront planifiés le mercredi.<br>Pour les semaines sur lesquelles les employés travaillent le soir, ils ne seront pas planifiés le mercredi et seront planifiés les autres jours de la semaine.",combined-scheduling-methods.md
## Use case 4: People with fixed shifts and punctually restricted availability,## Scénario 4&nbsp;: employés avec horaires fixes et contraintes de disponibilité ponctuelles,combined-scheduling-methods.md
"This use case refers to people who work fixed shifts but have a more restricted availability on some particular days, e.g. they work night shifts, or during the weekend, but only every other week.","Ce scénario concerne les employés qui travaillent en horaires fixes, mais ayant une disponibilité plus restreinte sur certains jours, par exemple en travaillant la nuit pendant le week-end, mais uniquement un week-end sur deux.",combined-scheduling-methods.md
"For this use case, you can add {% link_new day models of the type Availability period | features/administration/daymodels/daymodel-basics.md | #types-of-day-models %} to {% link_new shift sequences | features/administration/shift-sequences.md %} to influence the scheduling result on particular days.<br>See the two examples below.","Pour ce scénario, vous pouvez ajouter des {% link_new modèles horaires de type Période de disponibilité | features/administration/daymodels/daymodel-basics.md | #types-de-modèles-horaires %} aux {% link_new rotations d’horaires | features/administration/shift-sequences.md %} pour influencer les résultats de planification sur certains jours.<br>Vous trouverez ci-dessous deux exemples possibles.",combined-scheduling-methods.md
"To plan people to work shifts every other weekend, follow these steps:","Pour planifier les employés un week-end sur deux, suivez ces étapes&nbsp;:",combined-scheduling-methods.md
1. Create a day model of type Availability Period with a time range from midnight (0:00) to 0:01 AM as a blocker.,"1. Créez un modèle horaire de type Période de disponibilité avec un cadre temporel de minuit (0:00) à 0:01, qui servira de bloqueur.",combined-scheduling-methods.md
"2. Add the day model to one weekend in a shift sequence with 14 days, and leave all other days blank.",2. Ajoutez le modèle horaire à un week-end dans une rotation d’horaires de 14 jours et laissez les autres jours vides.,combined-scheduling-methods.md
3. Assign the shift sequence to the relevant people.,3. Assignez la rotation d’horaires aux employés concernés.,combined-scheduling-methods.md
4. Insert the shift sequence into your schedule.,4. Insérez la rotation d’horaires dans votre planning.,combined-scheduling-methods.md
5. Use the **Create optimized schedule** functionality.,5. Utilisez la fonctionnalité **Optimiser le planning**.,combined-scheduling-methods.md
"injixo does not schedule any shifts every other weekend, and optimizes the remaining days.","injixo ne planifie aucune journée un week-end sur deux, et optimise les jours restants.",combined-scheduling-methods.md
"To plan people to work night shifts every other week, follow these steps:","Pour planifier les employés de nuit une semaine sur deux, suivez ces étapes&nbsp;:",combined-scheduling-methods.md
1. Create a day model of type Availability Period with a time range from midnight (0:00) to noon (12:00).,1. Créez un modèle horaire de type Période de disponibilité avec un cadre temporel de minuit (0:00) à midi (12:00).,combined-scheduling-methods.md
"2. Add the day model to each day of a week in a shift sequence with 14 days, and leave all other days blank.",2. Ajoutez le modèle horaire à chaque jour de la semaine dans une rotation d’horaires de 14 jours et laissez tous les autres jours vides.,combined-scheduling-methods.md
3. Assign the shift sequence to the relevant people.,3. Assignez la rotation d’horaires aux employés concernés.,combined-scheduling-methods.md
4. Insert the shift sequence into your schedule.,4. Insérez la rotation d’horaires dans votre planning.,combined-scheduling-methods.md
5. Use the **Create optimized schedule** functionality.,5. Utilisez la fonctionnalité **Optimiser le planning**.,combined-scheduling-methods.md
"injixo schedules the night shift in the weeks when people are available, following the work time pattern model assigned to each person. For other weeks, injixo can schedule any shift that complies with the work time pattern model.","injixo planifie les nuits pour le semaines pendant lesquelles les employés sont disponibles, en suivant le modèle de planification assigné à chaque employé. Pour les autres semaines, injixo peut planifier n’importe quelle journée conforme au modèle de planification.",combined-scheduling-methods.md
