en,nl,article
"| Shrinkage                         | The percentage of unplanned absences, e.g. for toilet and drinking breaks, employees coming in late, unexpected sick leave or technical issues. To get to the total number of required employees including shrinkage `(s%)`, divide the number of employees by `(1 - s%)`. If you need 70 agents and the shrinkage is 10%, you need 78 employees in total. |","| Shrinkage                         | Het percentage ongeplande afwezigheid, bijvoorbeeld toiletbezoek en korte pauzes, medewerkers die te laat komen, onverwacht ziekteverlof of technische problemen. Om het totaal aantal benodigde medewerkers te bepalen, rekening houdend met shrinkage, `(s%)`, deel je het aantal medewerkers door `(1 - s%)`. Als je 70 medewerkers nodig hebt en het shrinkagepercentage 10% bedraagt, dan heb je in totaal 78 medewerkers nodig. |",staff-requirement.md
| Minimum Required Staff            | Enter a value to overwrite intervals with lower values. Shown as a horizontal line in the daily view.                                                                                                                                                                                                                                                      |,| Minimale bezetting            | Voer een waarde in om intervallen te overschrijven met lagere waarden. In het dagaanzicht weergegeven als een horizontale lijn.                                                                                                                                                                                                                                                      |,staff-requirement.md
| Maximum Required Staff            | Enter a value to overwrite intervals with higher values. Shown as a horizontal line in the daily view. Note: The entered values can overwrite the originally calculated staff requirements values.                                                                                                                                                         |,| Maximale bezetting            | Voer een waarde in om intervallen te overschrijven met hogere waarden. In het dagaanzicht weergegeven als een horizontale lijn. Opmerking: De ingevoerde waarden kunnen de oorspronkelijk berekende waarden voor personeelsbehoefte overschrijven.                                                                                                                                                         |,staff-requirement.md
"| Fixed Average Handling Time (AHT) | Enter a value to overwrite the forecasted AHT with a fixed value. Select **Apply the fixed AHT only when no AHT value is available** to use the fixed AHT value only for periods, in which no AHT value is available as a fallback. By default, the staff requirements calculation uses the AHT values from the forecast.                                  |",| Vaste gemiddelde afhandeltijd (AHT) | Voer een waarde in om de voorspelde AHT te overschrijven met een vaste waarde. Selecteer **Gebruik de vaste AHT alleen wanneer er geen AHT-waarde beschikbaar is** om de vaste AHT-waarde alleen te gebruiken voor perioden waarin geen AHT-waarde als fallback beschikbaar is. Bij het berekenen van de personeelsbehoefte worden de AHT-waarden van de forecast gebruikt.                                  |,staff-requirement.md
| Maximum Sessions                  | Maximum number of parallel chat sessions employees can handle at a time.                                                                                                                                                                                                                                                                                   |,| Maximum aantal sessies                  | Maximaal aantal parallelle chatgesprekken dat medewerkers tegelijkertijd kunnen afhandelen.                                                                                                                                                                                                                                                                                   |,staff-requirement.md
"| Overhead                          | Percentage of AHT that an employee must spend on tasks that they cannot do in parallel, i.e. adding after-call notes to the CRM system. This parameter will have no effect if you enter 1 for Maximum Sessions                                                                                                                                             |","| Overhead                          | Percentage van de AHT dat medewerkers aan taken moeten besteden die zij niet tegelijkertijd kunnen uitvoeren, bijvoorbeeld nawerk-opmerkingen invoeren in het CRM-systeem. Deze parameter heeft geen effect als je bij Maximaal aantal sessies 1 invoert.                                                                                                                                              |",staff-requirement.md
### View calculated staff requirements,### Berekende personeelsbehoefte bekijken,staff-requirement.md
"The **Staff Requirements** section at the bottom of the page displays a graph with the calculated staff requirements. Above the graph, you can see the configured values for the parameters and the total person-hours required for the selected period.",In de sectie **Personeelsbehoefte** onderaan de pagina wordt een grafiek weergegeven met de berekende personeelsbehoefte. Boven de grafiek zie je de geconfigureerde waaren voor de parameters en het totaal aantal ingeplande uren dat nodig is voor de geselecteerde periode.,staff-requirement.md
"Hover over the graph to see a tooltip with volume, AHT, and people required for the interval (in daily view) or person-hours for the day (weekly and monthly view). If you have configured a fixed average handling time, the tooltip displays the fixed value instead of the forecasted AHT.","Beweeg de muis over de grafiek om een tooltip weer te geven met het volume, de AHT en het aantal medewerkers dat nodig is voor het interval (in het dagaanzicht) of het aantal ingeplande uren voor de dag (week- en maandaanzicht). Als je een vaste AHT-tijd hebt ingesteld, dan wordt in de tooltip de vaste waarde weergegeven in plaats van de voorspelde AHT.",staff-requirement.md
{{ 1 | image: 'Graph for Staff Requirements'}},{{ 1 | image: 'Grafiek voor personeelsbehoefte'}},staff-requirement.md
### Transfer staff requirements for scheduling,### De personeelsbehoefte overzetten voor planningsdoeleinden,staff-requirement.md
Transfer staff requirements for a time period to create optimized schedules or run a job optimization.,Draag de personeelsbehoefte voor een bepaalde periode over om geoptimaliseerde planningen te maken of om een joboptimalisatie uit te voeren.,staff-requirement.md
1. Go to _Forecast_{:.doc-button} and select a **workload**.,1. Ga naar _Forecast_{:.doc-button} en selecteer een **workload**.,staff-requirement.md
